nazwa,jednostka,wartosc,niepewnosc
c_op,mm,48.6,0.02886751345948129
c_ol,mm,50.0,0.02886751345948129
z_op,mm,42.0,0.02886751345948129
z_ol,mm,41.6,0.02886751345948129
odl_ekr,mm,630.0,0.5773502691896257
s1_1,mm,14.55,0.02886751345948129
s1_2,mm,28.9,0.02886751345948129
odl_ekr2,mm,925.0,0.5773502691896257
s2_1,mm,18.05,0.02886751345948129
s2_2,mm,34.7,0.02886751345948129
odl_ekr3,mm,1070.0,0.5773502691896257
dx1,mm,3.0,0.02886751345948129
dx2,mm,2.6,0.02886751345948129
dx3,mm,2.7,0.02886751345948129
dx4,mm,2.8,0.02886751345948129
dx5,mm,2.5,0.02886751345948129
x_dyfr,,49.3000000000000,0.0204124145231932
x_dyfr,,41.8000000000000,0.0204124145231932
d_siatki,,8111.21263846233,8.10716693330896
dl_swiatlo_ziel,,536.991841710071,0.772201835314210
a_pojedyncza_1rz,,80459.1065292096,167.345662482533
a_pojedyncza_2rz,,81015.9169550173,95.4246392466023
a_pojedyncza,,80737.5117421135,96.3203412149560
a_podwojna_1rz,,75024.4875346260,126.632201931079
a_podwojna_2rz,,78051.4121037464,77.3942559115445
a_podwojna,,76537.9498191862,74.2050965466914
srednie_dx,,2.72000000000000,0.0129099444873581
d_szczeliny,,248932.352941176,1189.11885819624
